Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:48:44.996000,TSU,22,0 days 00:01:11.073000,37.0,4.0,NaT,NaT,0 days 00:00:17.775000,0 days 00:00:31.545000,0 days 00:00:21.753000,0 days 01:47:51.738000,0 days 01:48:23.283000,0 days 01:48:45.036000,295.0,222.0,269.0,292.0,False,HARD,14.0,True,AlphaTauri,0 days 01:47:33.923000,NaT,1,16.0,,,False,True
0 days 01:49:57.265000,TSU,22,0 days 00:01:12.269000,38.0,4.0,NaT,NaT,0 days 00:00:17.845000,0 days 00:00:32.537000,0 days 00:00:21.887000,0 days 01:49:02.881000,0 days 01:49:35.418000,0 days 01:49:57.305000,277.0,224.0,269.0,309.0,False,HARD,15.0,True,AlphaTauri,0 days 01:48:44.996000,NaT,1,15.0,,,False,True
0 days 01:51:08.521000,TSU,22,0 days 00:01:11.256000,39.0,4.0,NaT,NaT,0 days 00:00:17.786000,0 days 00:00:31.606000,0 days 00:00:21.864000,0 days 01:50:15.091000,0 days 01:50:46.697000,0 days 01:51:08.561000,294.0,219.0,269.0,293.0,False,HARD,16.0,True,AlphaTauri,0 days 01:49:57.265000,NaT,1,14.0,,,False,True
0 days 01:52:19.706000,TSU,22,0 days 00:01:11.185000,40.0,4.0,NaT,NaT,0 days 00:00:17.861000,0 days 00:00:31.651000,0 days 00:00:21.673000,0 days 01:51:26.422000,0 days 01:51:58.073000,0 days 01:52:19.746000,290.0,224.0,269.0,291.0,False,HARD,17.0,True,AlphaTauri,0 days 01:51:08.521000,NaT,1,14.0,,,False,True
0 days 01:53:31.027000,TSU,22,0 days 00:01:11.321000,41.0,4.0,NaT,NaT,0 days 00:00:17.859000,0 days 00:00:31.748000,0 days 00:00:21.714000,0 days 01:52:37.605000,0 days 01:53:09.353000,0 days 01:53:31.067000,291.0,221.0,268.0,292.0,False,HARD,18.0,True,AlphaTauri,0 days 01:52:19.706000,NaT,1,13.0,,,False,True
0 days 01:54:42.672000,TSU,22,0 days 00:01:11.645000,42.0,4.0,NaT,NaT,0 days 00:00:17.793000,0 days 00:00:32.182000,0 days 00:00:21.670000,0 days 01:53:48.860000,0 days 01:54:21.042000,0 days 01:54:42.712000,295.0,219.0,270.0,294.0,False,HARD,19.0,True,AlphaTauri,0 days 01:53:31.027000,NaT,1,13.0,,,False,True
0 days 01:55:59.394000,TSU,22,0 days 00:01:16.722000,43.0,4.0,NaT,0 days 01:55:56.068000,0 days 00:00:17.772000,0 days 00:00:33.332000,0 days 00:00:25.618000,0 days 01:55:00.484000,0 days 01:55:33.816000,0 days 01:55:59.434000,294.0,219.0,,294.0,False,HARD,20.0,True,AlphaTauri,0 days 01:54:42.672000,NaT,1,14.0,,,False,False
0 days 01:57:26.883000,TSU,22,0 days 00:01:27.489000,44.0,5.0,0 days 01:56:17.474000,NaT,0 days 00:00:34.882000,0 days 00:00:31.367000,0 days 00:00:21.240000,0 days 01:56:34.316000,0 days 01:57:05.683000,0 days 01:57:26.923000,292.0,232.0,271.0,295.0,False,MEDIUM,1.0,True,AlphaTauri,0 days 01:55:59.394000,NaT,1,18.0,,,False,False
0 days 01:58:36.503000,TSU,22,0 days 00:01:09.620000,45.0,5.0,NaT,NaT,0 days 00:00:17.494000,0 days 00:00:30.934000,0 days 00:00:21.192000,0 days 01:57:44.417000,0 days 01:58:15.351000,0 days 01:58:36.543000,294.0,231.0,272.0,295.0,True,MEDIUM,2.0,True,AlphaTauri,0 days 01:57:26.883000,NaT,1,18.0,,,False,True
0 days 01:59:46.278000,TSU,22,0 days 00:01:09.775000,46.0,5.0,NaT,NaT,0 days 00:00:17.590000,0 days 00:00:30.920000,0 days 00:00:21.265000,0 days 01:58:54.133000,0 days 01:59:25.053000,0 days 01:59:46.318000,293.0,231.0,273.0,292.0,False,MEDIUM,3.0,True,AlphaTauri,0 days 01:58:36.503000,NaT,1,18.0,,,False,True
0 days 02:00:56.774000,TSU,22,0 days 00:01:10.496000,47.0,5.0,NaT,NaT,0 days 00:00:17.565000,0 days 00:00:31.633000,0 days 00:00:21.298000,0 days 02:00:03.883000,0 days 02:00:35.516000,0 days 02:00:56.814000,300.0,228.0,272.0,312.0,False,MEDIUM,4.0,True,AlphaTauri,0 days 01:59:46.278000,NaT,1,18.0,,,False,True
0 days 02:02:06.782000,TSU,22,0 days 00:01:10.008000,48.0,5.0,NaT,NaT,0 days 00:00:17.537000,0 days 00:00:31.094000,0 days 00:00:21.377000,0 days 02:01:14.351000,0 days 02:01:45.445000,0 days 02:02:06.822000,298.0,228.0,273.0,299.0,False,MEDIUM,5.0,True,AlphaTauri,0 days 02:00:56.774000,NaT,1,18.0,,,False,True
0 days 02:03:16.822000,TSU,22,0 days 00:01:10.040000,49.0,5.0,NaT,NaT,0 days 00:00:17.606000,0 days 00:00:31.290000,0 days 00:00:21.144000,0 days 02:02:24.428000,0 days 02:02:55.718000,0 days 02:03:16.862000,296.0,226.0,273.0,297.0,False,MEDIUM,6.0,True,AlphaTauri,0 days 02:02:06.782000,NaT,1,18.0,,,False,True
0 days 02:04:26.960000,TSU,22,0 days 00:01:10.138000,50.0,5.0,NaT,NaT,0 days 00:00:17.629000,0 days 00:00:31.223000,0 days 00:00:21.286000,0 days 02:03:34.491000,0 days 02:04:05.714000,0 days 02:04:27,296.0,225.0,272.0,298.0,False,MEDIUM,7.0,True,AlphaTauri,0 days 02:03:16.822000,NaT,1,18.0,,,False,True
0 days 02:05:37.122000,TSU,22,0 days 00:01:10.162000,51.0,5.0,NaT,NaT,0 days 00:00:17.677000,0 days 00:00:31.223000,0 days 00:00:21.262000,0 days 02:04:44.677000,0 days 02:05:15.900000,0 days 02:05:37.162000,296.0,225.0,272.0,297.0,False,MEDIUM,8.0,True,AlphaTauri,0 days 02:04:26.960000,NaT,1,18.0,,,False,True
0 days 02:06:47.531000,TSU,22,0 days 00:01:10.409000,52.0,5.0,NaT,NaT,0 days 00:00:17.650000,0 days 00:00:31.421000,0 days 00:00:21.338000,0 days 02:05:54.812000,0 days 02:06:26.233000,0 days 02:06:47.571000,295.0,226.0,273.0,299.0,False,MEDIUM,9.0,True,AlphaTauri,0 days 02:05:37.122000,NaT,1,18.0,,,False,True
0 days 02:07:57.650000,TSU,22,0 days 00:01:10.119000,53.0,5.0,NaT,NaT,0 days 00:00:17.602000,0 days 00:00:31.280000,0 days 00:00:21.237000,0 days 02:07:05.173000,0 days 02:07:36.453000,0 days 02:07:57.690000,293.0,227.0,272.0,296.0,False,MEDIUM,10.0,True,AlphaTauri,0 days 02:06:47.531000,NaT,1,18.0,,,False,True
0 days 02:09:11.052000,TSU,22,0 days 00:01:13.402000,54.0,5.0,NaT,NaT,0 days 00:00:17.844000,0 days 00:00:34.087000,0 days 00:00:21.471000,0 days 02:08:15.534000,0 days 02:08:49.621000,0 days 02:09:11.092000,285.0,226.0,272.0,258.0,False,MEDIUM,11.0,True,AlphaTauri,0 days 02:07:57.650000,NaT,1,18.0,,,False,True
0 days 02:10:21.499000,TSU,22,0 days 00:01:10.447000,55.0,5.0,NaT,NaT,0 days 00:00:17.597000,0 days 00:00:31.373000,0 days 00:00:21.477000,0 days 02:09:28.689000,0 days 02:10:00.062000,0 days 02:10:21.539000,298.0,226.0,271.0,299.0,False,MEDIUM,12.0,True,AlphaTauri,0 days 02:09:11.052000,NaT,1,18.0,,,False,True
0 days 02:11:33.243000,TSU,22,0 days 00:01:11.744000,56.0,5.0,NaT,NaT,0 days 00:00:17.601000,0 days 00:00:32.801000,0 days 00:00:21.342000,0 days 02:10:39.140000,0 days 02:11:11.941000,0 days 02:11:33.283000,296.0,230.0,272.0,292.0,False,MEDIUM,13.0,True,AlphaTauri,0 days 02:10:21.499000,NaT,1,18.0,,,False,True
0 days 02:12:43.522000,TSU,22,0 days 00:01:10.279000,57.0,5.0,NaT,NaT,0 days 00:00:17.625000,0 days 00:00:31.271000,0 days 00:00:21.383000,0 days 02:11:50.908000,0 days 02:12:22.179000,0 days 02:12:43.562000,296.0,230.0,273.0,296.0,False,MEDIUM,14.0,True,AlphaTauri,0 days 02:11:33.243000,NaT,1,18.0,,,False,True
