Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:34:03.750000,HUL,27,0 days 00:01:25.782000,22.0,2.0,NaT,NaT,0 days 00:00:30.433000,0 days 00:00:31.427000,0 days 00:00:23.922000,0 days 01:33:08.401000,0 days 01:33:39.828000,0 days 01:34:03.750000,279.0,229.0,247.0,291.0,False,HARD,9.0,False,Haas F1 Team,0 days 01:32:37.968000,NaT,1,14.0,,,False,True
0 days 01:35:29.849000,HUL,27,0 days 00:01:26.099000,23.0,2.0,NaT,NaT,0 days 00:00:30.516000,0 days 00:00:31.379000,0 days 00:00:24.204000,0 days 01:34:34.266000,0 days 01:35:05.645000,0 days 01:35:29.849000,276.0,232.0,245.0,291.0,False,HARD,10.0,False,Haas F1 Team,0 days 01:34:03.750000,NaT,1,14.0,,,False,True
0 days 01:36:55.714000,HUL,27,0 days 00:01:25.865000,24.0,2.0,NaT,NaT,0 days 00:00:30.578000,0 days 00:00:31.196000,0 days 00:00:24.091000,0 days 01:36:00.427000,0 days 01:36:31.623000,0 days 01:36:55.714000,278.0,230.0,246.0,291.0,False,HARD,11.0,False,Haas F1 Team,0 days 01:35:29.849000,NaT,1,14.0,,,False,True
0 days 01:38:21.459000,HUL,27,0 days 00:01:25.745000,25.0,2.0,NaT,NaT,0 days 00:00:30.628000,0 days 00:00:31.192000,0 days 00:00:23.925000,0 days 01:37:26.342000,0 days 01:37:57.534000,0 days 01:38:21.459000,279.0,232.0,245.0,292.0,False,HARD,12.0,False,Haas F1 Team,0 days 01:36:55.714000,NaT,1,14.0,,,False,True
0 days 01:39:47.040000,HUL,27,0 days 00:01:25.581000,26.0,2.0,NaT,NaT,0 days 00:00:30.568000,0 days 00:00:31.087000,0 days 00:00:23.926000,0 days 01:38:52.027000,0 days 01:39:23.114000,0 days 01:39:47.040000,278.0,231.0,247.0,291.0,False,HARD,13.0,False,Haas F1 Team,0 days 01:38:21.459000,NaT,1,14.0,,,False,True
0 days 01:41:12.884000,HUL,27,0 days 00:01:25.844000,27.0,2.0,NaT,NaT,0 days 00:00:30.545000,0 days 00:00:31.189000,0 days 00:00:24.110000,0 days 01:40:17.585000,0 days 01:40:48.774000,0 days 01:41:12.884000,277.0,231.0,247.0,291.0,False,HARD,14.0,False,Haas F1 Team,0 days 01:39:47.040000,NaT,1,14.0,,,False,True
0 days 01:42:38.920000,HUL,27,0 days 00:01:26.036000,28.0,2.0,NaT,NaT,0 days 00:00:30.728000,0 days 00:00:31.259000,0 days 00:00:24.049000,0 days 01:41:43.612000,0 days 01:42:14.871000,0 days 01:42:38.920000,276.0,231.0,247.0,294.0,False,HARD,15.0,False,Haas F1 Team,0 days 01:41:12.884000,NaT,1,14.0,,,False,True
0 days 01:44:04.236000,HUL,27,0 days 00:01:25.316000,29.0,2.0,NaT,NaT,0 days 00:00:30.498000,0 days 00:00:30.897000,0 days 00:00:23.921000,0 days 01:43:09.418000,0 days 01:43:40.315000,0 days 01:44:04.236000,281.0,232.0,248.0,293.0,False,HARD,16.0,False,Haas F1 Team,0 days 01:42:38.920000,NaT,1,13.0,,,False,True
0 days 01:45:30.839000,HUL,27,0 days 00:01:26.603000,30.0,2.0,NaT,NaT,0 days 00:00:31.073000,0 days 00:00:31.492000,0 days 00:00:24.038000,0 days 01:44:35.309000,0 days 01:45:06.801000,0 days 01:45:30.839000,277.0,235.0,247.0,295.0,False,HARD,17.0,False,Haas F1 Team,0 days 01:44:04.236000,NaT,1,14.0,,,False,True
0 days 01:46:56.348000,HUL,27,0 days 00:01:25.509000,31.0,2.0,NaT,NaT,0 days 00:00:30.581000,0 days 00:00:30.803000,0 days 00:00:24.125000,0 days 01:46:01.420000,0 days 01:46:32.223000,0 days 01:46:56.348000,278.0,235.0,245.0,293.0,False,HARD,18.0,False,Haas F1 Team,0 days 01:45:30.839000,NaT,1,14.0,,,False,True
